budget,method,seed,coverage,breach_rate,gated_success,gated_utility,accepted_rows,rows
0.100000,barrier_certified_energy_composer_v5,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,barrier_certified_energy_composer_v5,7,0.005208,0.000000,1.000000,1.093309,2,384
0.100000,barrier_certified_energy_composer_v5,8,0.002604,1.000000,1.000000,1.083419,1,384
0.100000,barrier_certified_energy_composer_v5,9,0.002604,1.000000,1.000000,1.089207,1,384
0.100000,energy_compatibility_heuristic,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,energy_compatibility_heuristic,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,option_graph_planner,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,oracle_basin_composer,0,0.986979,0.000000,0.920844,1.088966,379,384
0.100000,oracle_basin_composer,1,0.973958,0.000000,0.898396,1.068360,374,384
0.100000,oracle_basin_composer,2,0.968750,0.002688,0.884409,1.053652,372,384
0.100000,oracle_basin_composer,3,0.986979,0.000000,0.912929,1.081819,379,384
0.100000,oracle_basin_composer,4,0.979167,0.000000,0.890957,1.060577,376,384
0.100000,oracle_basin_composer,5,0.973958,0.005348,0.890374,1.060398,374,384
0.100000,oracle_basin_composer,6,0.976562,0.000000,0.904000,1.072950,375,384
0.100000,oracle_basin_composer,7,0.981771,0.000000,0.880637,1.048674,377,384
0.100000,oracle_basin_composer,8,0.984375,0.000000,0.886243,1.054982,378,384
0.100000,oracle_basin_composer,9,0.976562,0.000000,0.912000,1.080625,375,384
0.100000,proposed_energy_landscape_composer_v4_1,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,proposed_energy_landscape_composer_v4_1,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,stable_dmp_handoff,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.100000,tamp_feasibility_screen,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,barrier_certified_energy_composer_v5,0,0.861979,0.000000,0.734139,0.761364,331,384
0.150000,barrier_certified_energy_composer_v5,1,0.854167,0.000000,0.762195,0.789644,328,384
0.150000,barrier_certified_energy_composer_v5,2,0.859375,0.000000,0.800000,0.826694,330,384
0.150000,barrier_certified_energy_composer_v5,3,0.864583,0.000000,0.798193,0.825508,332,384
0.150000,barrier_certified_energy_composer_v5,4,0.864583,0.000000,0.740964,0.769474,332,384
0.150000,barrier_certified_energy_composer_v5,5,0.859375,0.000000,0.754545,0.781908,330,384
0.150000,barrier_certified_energy_composer_v5,6,0.875000,0.000000,0.770833,0.798139,336,384
0.150000,barrier_certified_energy_composer_v5,7,0.861979,0.003021,0.749245,0.776773,331,384
0.150000,barrier_certified_energy_composer_v5,8,0.864583,0.000000,0.737952,0.764684,332,384
0.150000,barrier_certified_energy_composer_v5,9,0.864583,0.000000,0.753012,0.780240,332,384
0.150000,energy_compatibility_heuristic,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,energy_compatibility_heuristic,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,option_graph_planner,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,oracle_basin_composer,0,1.000000,0.000000,0.921875,1.088893,384,384
0.150000,oracle_basin_composer,1,1.000000,0.000000,0.901042,1.068723,384,384
0.150000,oracle_basin_composer,2,1.000000,0.000000,0.885417,1.052014,384,384
0.150000,oracle_basin_composer,3,1.000000,0.000000,0.911458,1.079235,384,384
0.150000,oracle_basin_composer,4,1.000000,0.000000,0.890625,1.058433,384,384
0.150000,oracle_basin_composer,5,1.000000,0.000000,0.893229,1.060954,384,384
0.150000,oracle_basin_composer,6,1.000000,0.000000,0.906250,1.073240,384,384
0.150000,oracle_basin_composer,7,1.000000,0.000000,0.882812,1.049319,384,384
0.150000,oracle_basin_composer,8,1.000000,0.000000,0.888021,1.055327,384,384
0.150000,oracle_basin_composer,9,1.000000,0.000000,0.914062,1.080685,384,384
0.150000,proposed_energy_landscape_composer_v4_1,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,proposed_energy_landscape_composer_v4_1,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,stable_dmp_handoff,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.150000,tamp_feasibility_screen,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,barrier_certified_energy_composer_v5,0,1.000000,0.000000,0.734375,0.750853,384,384
0.200000,barrier_certified_energy_composer_v5,1,1.000000,0.000000,0.757812,0.773554,384,384
0.200000,barrier_certified_energy_composer_v5,2,1.000000,0.000000,0.799479,0.815420,384,384
0.200000,barrier_certified_energy_composer_v5,3,1.000000,0.000000,0.794271,0.810482,384,384
0.200000,barrier_certified_energy_composer_v5,4,1.000000,0.000000,0.736979,0.754342,384,384
0.200000,barrier_certified_energy_composer_v5,5,1.000000,0.000000,0.773438,0.789622,384,384
0.200000,barrier_certified_energy_composer_v5,6,1.000000,0.000000,0.778646,0.794851,384,384
0.200000,barrier_certified_energy_composer_v5,7,1.000000,0.000000,0.742188,0.758535,384,384
0.200000,barrier_certified_energy_composer_v5,8,1.000000,0.000000,0.739583,0.756028,384,384
0.200000,barrier_certified_energy_composer_v5,9,1.000000,0.000000,0.755208,0.771055,384,384
0.200000,energy_compatibility_heuristic,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,energy_compatibility_heuristic,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,option_graph_planner,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,oracle_basin_composer,0,1.000000,0.000000,0.921875,1.088893,384,384
0.200000,oracle_basin_composer,1,1.000000,0.000000,0.901042,1.068723,384,384
0.200000,oracle_basin_composer,2,1.000000,0.000000,0.885417,1.052014,384,384
0.200000,oracle_basin_composer,3,1.000000,0.000000,0.911458,1.079235,384,384
0.200000,oracle_basin_composer,4,1.000000,0.000000,0.890625,1.058433,384,384
0.200000,oracle_basin_composer,5,1.000000,0.000000,0.893229,1.060954,384,384
0.200000,oracle_basin_composer,6,1.000000,0.000000,0.906250,1.073240,384,384
0.200000,oracle_basin_composer,7,1.000000,0.000000,0.882812,1.049319,384,384
0.200000,oracle_basin_composer,8,1.000000,0.000000,0.888021,1.055327,384,384
0.200000,oracle_basin_composer,9,1.000000,0.000000,0.914062,1.080685,384,384
0.200000,proposed_energy_landscape_composer_v4_1,0,0.054688,0.000000,0.666667,0.588293,21,384
0.200000,proposed_energy_landscape_composer_v4_1,1,0.062500,0.000000,0.583333,0.503877,24,384
0.200000,proposed_energy_landscape_composer_v4_1,2,0.085938,0.000000,0.696970,0.615719,33,384
0.200000,proposed_energy_landscape_composer_v4_1,3,0.041667,0.000000,0.562500,0.489087,16,384
0.200000,proposed_energy_landscape_composer_v4_1,4,0.075521,0.000000,0.655172,0.572054,29,384
0.200000,proposed_energy_landscape_composer_v4_1,5,0.046875,0.000000,0.611111,0.525526,18,384
0.200000,proposed_energy_landscape_composer_v4_1,6,0.067708,0.000000,0.807692,0.728035,26,384
0.200000,proposed_energy_landscape_composer_v4_1,7,0.054688,0.000000,0.571429,0.492923,21,384
0.200000,proposed_energy_landscape_composer_v4_1,8,0.072917,0.000000,0.571429,0.487985,28,384
0.200000,proposed_energy_landscape_composer_v4_1,9,0.059896,0.000000,0.695652,0.612854,23,384
0.200000,stable_dmp_handoff,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,stable_dmp_handoff,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.200000,tamp_feasibility_screen,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,barrier_certified_energy_composer_v5,0,1.000000,0.000000,0.734375,0.750853,384,384
0.250000,barrier_certified_energy_composer_v5,1,1.000000,0.000000,0.757812,0.773554,384,384
0.250000,barrier_certified_energy_composer_v5,2,1.000000,0.000000,0.799479,0.815420,384,384
0.250000,barrier_certified_energy_composer_v5,3,1.000000,0.000000,0.794271,0.810482,384,384
0.250000,barrier_certified_energy_composer_v5,4,1.000000,0.000000,0.736979,0.754342,384,384
0.250000,barrier_certified_energy_composer_v5,5,1.000000,0.000000,0.773438,0.789622,384,384
0.250000,barrier_certified_energy_composer_v5,6,1.000000,0.000000,0.778646,0.794851,384,384
0.250000,barrier_certified_energy_composer_v5,7,1.000000,0.000000,0.742188,0.758535,384,384
0.250000,barrier_certified_energy_composer_v5,8,1.000000,0.000000,0.739583,0.756028,384,384
0.250000,barrier_certified_energy_composer_v5,9,1.000000,0.000000,0.755208,0.771055,384,384
0.250000,energy_compatibility_heuristic,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,energy_compatibility_heuristic,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,option_graph_planner,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,oracle_basin_composer,0,1.000000,0.000000,0.921875,1.088893,384,384
0.250000,oracle_basin_composer,1,1.000000,0.000000,0.901042,1.068723,384,384
0.250000,oracle_basin_composer,2,1.000000,0.000000,0.885417,1.052014,384,384
0.250000,oracle_basin_composer,3,1.000000,0.000000,0.911458,1.079235,384,384
0.250000,oracle_basin_composer,4,1.000000,0.000000,0.890625,1.058433,384,384
0.250000,oracle_basin_composer,5,1.000000,0.000000,0.893229,1.060954,384,384
0.250000,oracle_basin_composer,6,1.000000,0.000000,0.906250,1.073240,384,384
0.250000,oracle_basin_composer,7,1.000000,0.000000,0.882812,1.049319,384,384
0.250000,oracle_basin_composer,8,1.000000,0.000000,0.888021,1.055327,384,384
0.250000,oracle_basin_composer,9,1.000000,0.000000,0.914062,1.080685,384,384
0.250000,proposed_energy_landscape_composer_v4_1,0,0.947917,0.000000,0.684066,0.545666,364,384
0.250000,proposed_energy_landscape_composer_v4_1,1,0.932292,0.000000,0.673184,0.536225,358,384
0.250000,proposed_energy_landscape_composer_v4_1,2,0.914062,0.000000,0.703704,0.568718,351,384
0.250000,proposed_energy_landscape_composer_v4_1,3,0.950521,0.000000,0.671233,0.532763,365,384
0.250000,proposed_energy_landscape_composer_v4_1,4,0.947917,0.000000,0.706044,0.568280,364,384
0.250000,proposed_energy_landscape_composer_v4_1,5,0.932292,0.000000,0.678771,0.542041,358,384
0.250000,proposed_energy_landscape_composer_v4_1,6,0.937500,0.000000,0.652778,0.515082,360,384
0.250000,proposed_energy_landscape_composer_v4_1,7,0.927083,0.000000,0.657303,0.521275,356,384
0.250000,proposed_energy_landscape_composer_v4_1,8,0.921875,0.000000,0.686441,0.550668,354,384
0.250000,proposed_energy_landscape_composer_v4_1,9,0.929688,0.000000,0.691877,0.555933,357,384
0.250000,stable_dmp_handoff,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,stable_dmp_handoff,9,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,0,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,1,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,2,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,3,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,4,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,5,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,6,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,7,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,8,0.000000,0.000000,0.000000,-1.000000,0,384
0.250000,tamp_feasibility_screen,9,0.000000,0.000000,0.000000,-1.000000,0,384
